slug,title,ingredient
"receitas/macarr_o_com_pesto_de_tomate_seco","Macarrão com pesto de tomate seco","⅓ de xícara (chá) de azeite"
"receitas/macarr_o_com_pesto_de_tomate_seco","Macarrão com pesto de tomate seco","2 colheres (sopa) de queijo parmesão ralado"
"receitas/macarr_o_com_pesto_de_tomate_seco","Macarrão com pesto de tomate seco","2 colheres (sopa) de castanha-de-caju torrada sem sal"
"receitas/macarr_o_com_pesto_de_tomate_seco","Macarrão com pesto de tomate seco","1 pitada de sal"
"receitas/macarr_o_com_pesto_de_tomate_seco","Macarrão com pesto de tomate seco","No processador (ou liquidificador), coloque todos os ingredientes e bata por cerca de 1 minuto, até formar um molho. Prove e ajuste o sal. Reserve."
"receitas/macarr_o_com_pesto_de_tomate_seco","Macarrão com pesto de tomate seco","tomate seco picado a gosto para servir"
"receitas/macarr_o_com_pesto_de_tomate_seco","Macarrão com pesto de tomate seco","castanha-de-caju picada a gosto para servir"
"receitas/macarr_o_com_pesto_de_tomate_seco","Macarrão com pesto de tomate seco","folhas de manjericão a gosto para servir"
"receitas/macarr_o_com_pesto_de_tomate_seco","Macarrão com pesto de tomate seco","lascas de queijo parmesão a gosto para servir"
"receitas/macarr_o_com_pesto_de_tomate_seco","Macarrão com pesto de tomate seco","Leve uma panela média com cerca de 3 litros de água ao fogo alto. Quando ferver, adicione 1½ colher (sopa) de sal, junte o macarrão e misture. Deixe cozinhar pelo tempo indicado na embalagem, ou até ficar al dente, mexendo de vez em quando para os fios não grudarem um no outro."
"receitas/macarr_o_com_pesto_de_tomate_seco","Macarrão com pesto de tomate seco","Assim que o macarrão estiver cozido, reserve 1 xícara (chá) da água do cozimento — ela ajuda a dar ponto ao molho. Escorra o espaguete e transfira de volta para a panela."
"receitas/macarr_o_com_molho_verde_de_couve","Macarrão com molho verde de couve","Salada de couve com frango e molho de amendoim"
"receitas/macarr_o_com_molho_verde_de_couve","Macarrão com molho verde de couve","Salada de couve com vinagrete de laranja"
"receitas/macarr_o_com_molho_verde_de_couve","Macarrão com molho verde de couve","1 xícara (chá) de farinha de milho amarela (flocada)"
"receitas/macarr_o_com_molho_verde_de_couve","Macarrão com molho verde de couve","2 colheres (sopa) de manteiga"
"receitas/macarr_o_com_molho_verde_de_couve","Macarrão com molho verde de couve","¼ de xícara (chá) de castanha-do-pará"
"receitas/macarr_o_com_molho_verde_de_couve","Macarrão com molho verde de couve","sal a gosto"
"receitas/macarr_o_com_molho_verde_de_couve","Macarrão com molho verde de couve","Leve uma frigideira média com a manteiga ao fogo médio. Quando derreter, junte as castanhas picadas e mexa por 2 minutos para perfumar. Acrescente a pimenta picada e mexa por 1 minuto."
"receitas/macarr_o_com_molho_verde_de_couve","Macarrão com molho verde de couve","Tempere com sal e adicione a farinha de milho aos poucos, misturando bem para incorporar. Deixe cozinhar, mexendo de vez em quando, por cerca de 2 minutos para a farofa ficar crocante. Reserve numa tigela."
"receitas/macarr_o_com_molho_verde_de_couve","Macarrão com molho verde de couve","¼ de xícara (chá) de queijo meia-cura ralado grosso"
"receitas/macarr_o_com_molho_verde_de_couve","Macarrão com molho verde de couve","2 colheres (sopa) de azeite Andorinha"
"receitas/macarr_o_com_molho_verde_de_couve","Macarrão com molho verde de couve","sal e pimenta-do-reino moída na hora a gosto"
"receitas/macarr_o_com_molho_verde_de_couve","Macarrão com molho verde de couve","Leve uma panela grande com 3 litros de água ao fogo alto. Quando ferver, adicione 2 colheres (sopa) de sal e mergulhe as folhas de couve. Deixe cozinhar por 3 minutos, até a couve ficar macia. Com uma escumadeira (ou pinça), transfira as folhas para o liquidificador. Reserve."
"receitas/macarr_o_com_molho_verde_de_couve","Macarrão com molho verde de couve","Quando faltar 2 minutos para o tempo de cozimento do macarrão, reserve 1 xícara (chá) da água do cozimento para preparar o molho."
"receitas/macarr_o_com_molho_verde_de_couve","Macarrão com molho verde de couve","No liquidificador, bata a couve com o azeite, o alho, o caldo de limão, o queijo meia-cura e ⅓ de xícara (chá) da água do cozimento do macarrão, até ficar liso."
"receitas/macarr_o_com_molho_verde_de_couve","Macarrão com molho verde de couve","Numa tigela pequena, quebre o ovo e transfira para o liquidificador — se ele estiver estragado você não perde a receita. Tempere com sal e pimenta a gosto e bata por 1 minuto apenas para incorporar."
"receitas/macarr_o_com_molho_verde_de_couve","Macarrão com molho verde de couve","Assim que estiver cozido, escorra o macarrão e volte-o para a panela — nem precisa lavar nem secar a panela. Junte o molho de couve e misture bem — o calor da massa é o suficiente para cozinhar o ovo e formar um creme. Volte a panela ao fogo baixo e adicione o restante da água do cozimento reservada aos poucos, mexendo com uma espátula, até formar um molho espesso. Sirva a seguir com a farofa de castanha."
"receitas/macarr_o_com_sardinha_e_lim_o","Macarrão com sardinha e limão","2 xícaras (chá) de macarrão casarecce (ou outra massa curta de grano duro)"
"receitas/macarr_o_com_sardinha_e_lim_o","Macarrão com sardinha e limão","1½ xícara (chá) de tomate sweet grape (200 g)"
"receitas/macarr_o_com_sardinha_e_lim_o","Macarrão com sardinha e limão","1 lata de sardinha em óleo (125 g)"
"receitas/macarr_o_com_sardinha_e_lim_o","Macarrão com sardinha e limão","2 colheres (sopa) de vinho branco"
"receitas/macarr_o_com_sardinha_e_lim_o","Macarrão com sardinha e limão","¼ de xícara (chá) de azeite"
"receitas/macarr_o_com_sardinha_e_lim_o","Macarrão com sardinha e limão","sal e pimenta-do-reino moída na hora a gosto"
"receitas/macarr_o_com_sardinha_e_lim_o","Macarrão com sardinha e limão","2 ovos cozidos para servir"
"receitas/macarr_o_com_sardinha_e_lim_o","Macarrão com sardinha e limão","salsinha picada a gosto para servir"
"receitas/macarr_o_com_sardinha_e_lim_o","Macarrão com sardinha e limão","Leve uma panela média com água ao fogo alto para ferver. Lave, seque e corte os tomates ao meio, no sentido da largura. Abra as latas de sardinha, transfira os filés para um prato e, com um garfo, descarte a espinha central. Passe os ovos cozidos pelo espremedor de batatas para formar uma farofinha, reserve."
"receitas/macarr_o_com_sardinha_e_lim_o","Macarrão com sardinha e limão","Assim que a água ferver, acrescente 1 colher (sopa) de sal e junte o macarrão. Misture e deixe cozinhar pelo tempo indicado na embalagem, ou até ficar al dente. Enquanto o macarrão cozinha, aproveite para preparar o molho."
"receitas/macarr_o_com_sardinha_e_lim_o","Macarrão com sardinha e limão","Leve uma frigideira grande com ¼ de xícara (chá) de azeite ao fogo médio. Quando aquecer, junte a folha de louro, os tomates e refogue por 2 minutos até começarem a murchar. Regue com o vinho branco, junte as sardinhas e misture bem. Acrescente as raspas de limão, tempere com sal e pimenta a gosto e deixe cozinhar por 5 minutos, mexendo de vez em quando para formar um molho rústico – os tomates e as sardinhas vão desmanchar parcialmente. Desligue o fogo e reserve."
"receitas/macarr_o_com_sardinha_e_lim_o","Macarrão com sardinha e limão","Assim que o macarrão estiver cozido, reserve ½ xícara (chá) da água do cozimento. Escorra e transfira o macarrão ainda quente para a frigideira. Misture com o molho delicadamente e junte aos poucos a água do cozimento para deixar o molho mais fluído. Sirva a seguir, polvilhado com a farofinha de ovos e salsinha."
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","lanches e salgados"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","mais arroz e risotos lanches e salgados entradas e petiscos peixes e frutos do mar bebidas molhos e patês saladas e acompanhamentos sopas e caldos especiais"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","lanches e salgados"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","saladas e acompanhamentos"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","Macarrão tipo parafuso (250 gramas)"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","1 colher de sopa de sal"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","1 xícara de chá da água do cozimento"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","1 lata de sardinha em óleo (85 gramas)"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","2 colheres de sopa de azeitonas verdes fatiadas"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","1/2 xícara de chá de extrato de tomate (130 gramas)"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","1 colher de chá de orégano seco"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","Pimenta-do-reino a gosto"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","Pimenta calabresa a gosto"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","Cheiro-verde a gosto (opcional)"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","1 colher de sopa de vinagre branco"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","Em uma panela, coloque os ovos com água e adicione o vinagre. Leve ao fogo médio até cozinhar completamente, cerca de 10 minutos;"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","Em uma panela grande, ferva os 2 litros de água com o sal e cozinhe o macarrão até ficar al dente ou no ponto de sua preferência;"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","Reserve 1 xícara de chá da água do cozimento e escorra o macarrão. Reserve;"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","Em outra panela, adicione o óleo da lata de sardinha e refogue a cebola picada até dourar. Acrescente o alho amassado e refogue por mais 1 minuto;"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","Junte o pimentão picado, as azeitonas e mexa bem. Adicione os tomates picados e misture novamente. Acrescente também o extrato de tomate, o orégano, a pimenta-do-reino e a pimenta calabresa a gosto;"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","Despeje a xícara de chá de água do cozimento reservada e cozinhe o molho por 3 a 5 minutos, até encorpar;"
"receitas/macarr_o_com_sardinha_e_ovo","Macarrão com sardinha e ovo","Descasque os ovos cozidos, corte em quatro e sirva sobre o macarrão ou ao lado no prato. Bom apetite!"
"receitas/macarr_o_cremoso_com_calabresa","Macarrão cremoso com calabresa","lanches e salgados"
"receitas/macarr_o_cremoso_com_calabresa","Macarrão cremoso com calabresa","mais arroz e risotos lanches e salgados entradas e petiscos peixes e frutos do mar bebidas molhos e patês saladas e acompanhamentos sopas e caldos especiais"
"receitas/macarr_o_cremoso_com_calabresa","Macarrão cremoso com calabresa","lanches e salgados"
"receitas/macarr_o_cremoso_com_calabresa","Macarrão cremoso com calabresa","saladas e acompanhamentos"
"receitas/macarr_o_cremoso_com_calabresa","Macarrão cremoso com calabresa","350 gramas de macarrão tipo parafuso"
"receitas/macarr_o_cremoso_com_calabresa","Macarrão cremoso com calabresa","1 e 1/2 xícara de chá de molho de tomate (350 gramas)"
"receitas/macarr_o_cremoso_com_calabresa","Macarrão cremoso com calabresa","1 e 1/2 xícara de chá de requeijão cremoso (200 gramas)"
"receitas/macarr_o_cremoso_com_calabresa","Macarrão cremoso com calabresa","1 xícara de chá de creme de leite (200 gramas)"
"receitas/macarr_o_cremoso_com_calabresa","Macarrão cremoso com calabresa","300 gramas de mussarela ralada ou picada"
"receitas/macarr_o_cremoso_com_calabresa","Macarrão cremoso com calabresa","Cheiro-verde a gosto"
"receitas/macarr_o_cremoso_com_calabresa","Macarrão cremoso com calabresa","Chimichurri a gosto"
"receitas/macarr_o_cremoso_com_calabresa","Macarrão cremoso com calabresa","Pimenta-do-reino a gosto"
"receitas/macarr_o_cremoso_com_calabresa","Macarrão cremoso com calabresa","Coentro seco a gosto"
"receitas/macarr_o_cremoso_com_calabresa","Macarrão cremoso com calabresa","Sal a gosto"
"receitas/macarr_o_cremoso_com_calabresa","Macarrão cremoso com calabresa","[object Object]"
"receitas/macarr_o_cremoso_com_calabresa","Macarrão cremoso com calabresa","Finalize com cheiro-verde a gosto e desligue o fogo. Sirva em seguida!"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","lanches e salgados"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","mais arroz e risotos lanches e salgados entradas e petiscos peixes e frutos do mar bebidas molhos e patês saladas e acompanhamentos sopas e caldos especiais"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","lanches e salgados"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","saladas e acompanhamentos"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","500 gramas de macarrão parafuso (ou de sua preferência)"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","1 colher de sopa de sal"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","100 gramas de bacon"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","1 colher de sopa de óleo de soja"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","3 colheres de sopa de salsa (15 gramas)"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","1 colher de chá de páprica picante"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","3 colheres de sopa de manteiga (45 gramas)"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","2 colheres de sopa de farinha de trigo (20 gramas)"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","2 e 1/2 xícaras de leite integral (600 ml)"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","1 colher de café de noz-moscada"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","Mussarela a gosto"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","1/2 caixinha de creme de leite (100 gramas)"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","Organize sua bancada e separe os ingredientes. Corte o bacon e as calabresas em cubos pequenos. Pique a cebola e o tomate em cubinhos e a salsa bem miúda;"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","Em uma panela grande, coloque os 2 litros de água para ferver. Adicione o sal e cozinhe o macarrão por 8 minutos, até ficar al dente. Escorra e reserve;"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","Em outra panela, aqueça o óleo e frite o bacon até dourar levemente. Acrescente a calabresa e refogue até soltar parte da gordura. Junte a cebola picada e mexa até ficar translúcida;"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","Adicione o tomate picado e misture bem até começar a desmanchar. Tempere com a salsa e a páprica picante, misture e desligue o fogo. Reserve;"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","[object Object]"
"receitas/macarr_o_cremoso_de_forno","Macarrão cremoso de forno","Tempere com noz-moscada, adicione a mussarela a gosto e finalize com o creme de leite. Misture bem até ficar cremoso;"
"receitas/macarr_o_cremoso_de_panela","Macarrão cremoso de panela","lanches e salgados"
"receitas/macarr_o_cremoso_de_panela","Macarrão cremoso de panela","mais arroz e risotos lanches e salgados entradas e petiscos peixes e frutos do mar bebidas molhos e patês saladas e acompanhamentos sopas e caldos especiais"
"receitas/macarr_o_cremoso_de_panela","Macarrão cremoso de panela","lanches e salgados"
"receitas/macarr_o_cremoso_de_panela","Macarrão cremoso de panela","saladas e acompanhamentos"
"receitas/macarr_o_cremoso_de_panela","Macarrão cremoso de panela","100 gramas de bacon"
"receitas/macarr_o_cremoso_de_panela","Macarrão cremoso de panela","2 xícaras de macarrão parafuso ou outro tipo curto (250 gramas)"
"receitas/macarr_o_cremoso_de_panela","Macarrão cremoso de panela","Água quente até cobrir o macarrão (900 ml)"
"receitas/macarr_o_cremoso_de_panela","Macarrão cremoso de panela","1 sachê de molho de tomate (340 gramas)"
"receitas/macarr_o_cremoso_de_panela","Macarrão cremoso de panela","2 + 1/2 colher de café de sal ou a gosto"
"receitas/macarr_o_cremoso_de_panela","Macarrão cremoso de panela","1/2 colher de café de pimenta-do-reino ou a gosto"
"receitas/macarr_o_cremoso_de_panela","Macarrão cremoso de panela","1 colher de sopa de cheiro-verde"
"receitas/macarr_o_cremoso_de_panela","Macarrão cremoso de panela","1 caixinha de creme de leite (200 gramas)"
"receitas/macarr_o_cremoso_de_panela","Macarrão cremoso de panela","1 copo de requeijão cremoso (200 gramas)"
"receitas/macarr_o_cremoso_de_panela","Macarrão cremoso de panela","Mussarela a gosto (200 gramas)"
"receitas/macarr_o_cremoso_de_panela","Macarrão cremoso de panela","Tempere com sal, pimenta-do-reino e cheiro-verde. Misture tudo, tampe a panela e leve ao fogo médio. Quando pegar pressão, conte 3 minutos e desligue o fogo. Libere a pressão com cuidado antes de abrir;"
"receitas/macarr_o_cremoso_na_panela_de_press_o","Macarrão cremoso na panela de pressão","lanches e salgados"
"receitas/macarr_o_cremoso_na_panela_de_press_o","Macarrão cremoso na panela de pressão","mais arroz e risotos lanches e salgados entradas e petiscos peixes e frutos do mar bebidas molhos e patês saladas e acompanhamentos sopas e caldos especiais"
"receitas/macarr_o_cremoso_na_panela_de_press_o","Macarrão cremoso na panela de pressão","lanches e salgados"
"receitas/macarr_o_cremoso_na_panela_de_press_o","Macarrão cremoso na panela de pressão","saladas e acompanhamentos"
"receitas/macarr_o_cremoso_na_panela_de_press_o","Macarrão cremoso na panela de pressão","1 pacote de macarrão tipo penne grano duro (500 gramas)"
"receitas/macarr_o_cremoso_na_panela_de_press_o","Macarrão cremoso na panela de pressão","400 gramas de molho de tomate"
"receitas/macarr_o_cremoso_na_panela_de_press_o","Macarrão cremoso na panela de pressão","250 gramas de creme de leite"
"receitas/macarr_o_cremoso_na_panela_de_press_o","Macarrão cremoso na panela de pressão","4 xícaras de chá de água fria"
"receitas/macarr_o_cremoso_na_panela_de_press_o","Macarrão cremoso na panela de pressão","200 gramas de mussarela"
"receitas/macarr_o_cremoso_na_panela_de_press_o","Macarrão cremoso na panela de pressão","200 gramas de presunto"
"receitas/macarr_o_cremoso_na_panela_de_press_o","Macarrão cremoso na panela de pressão","200 gramas de bacon"
"receitas/macarr_o_cremoso_na_panela_de_press_o","Macarrão cremoso na panela de pressão","Sal a gosto"
"receitas/macarr_o_cremoso_na_panela_de_press_o","Macarrão cremoso na panela de pressão","Coloque o macarrão, o molho de tomate, a água, o sal, a cebola e o alho em uma panela de pressão. Misture bem;"
"receitas/macarr_o_cremoso_na_panela_de_press_o","Macarrão cremoso na panela de pressão","Leve a panela ao fogo baixo e aguarde até o queijo derreter, cerca de 1 minuto. Fique de olho para o macarrão não grudar no fundo da panela. Se preciso, acerte o sal."
"receitas/macarr_o_de_forno_com_ab_bora_mac_n_cheese","Macarrão de forno com abóbora (mac'n'cheese)","3 colheres (sopa) de azeite"
"receitas/macarr_o_de_forno_com_ab_bora_mac_n_cheese","Macarrão de forno com abóbora (mac'n'cheese)","sal e pimenta-do-reino moída na hora a gosto"
"receitas/macarr_o_de_forno_com_ab_bora_mac_n_cheese","Macarrão de forno com abóbora (mac'n'cheese)","Numa assadeira retangular antiaderente de cerca de 30 x 40 cm, coloque os cubos de abóbora, deixando espaço entre eles. Descasque e amasse os dentes de alho e junte na assadeira. Debulhe e polvilhe as folhas dos ramos de alecrim. Regue com o azeite e tempere com sal e pimenta-do-reino a gosto."
"receitas/macarr_o_de_forno_com_ab_bora_mac_n_cheese","Macarrão de forno com abóbora (mac'n'cheese)","4 xícaras (chá) de macarrão do tipo caracol"
"receitas/macarr_o_de_forno_com_ab_bora_mac_n_cheese","Macarrão de forno com abóbora (mac'n'cheese)","3 xícaras (chá) de leite"
"receitas/macarr_o_de_forno_com_ab_bora_mac_n_cheese","Macarrão de forno com abóbora (mac'n'cheese)","¾ de xícara (chá) de queijo parmesão ralado"
"receitas/macarr_o_de_forno_com_ab_bora_mac_n_cheese","Macarrão de forno com abóbora (mac'n'cheese)","1 colher (sopa) de licor de amêndoas (amaretto) (opcional)"
"receitas/macarr_o_de_forno_com_ab_bora_mac_n_cheese","Macarrão de forno com abóbora (mac'n'cheese)","sal e pimenta-do-reino moída na hora a gosto"
"receitas/macarr_o_de_forno_com_ab_bora_mac_n_cheese","Macarrão de forno com abóbora (mac'n'cheese)","Após 10 minutos que a abóbora estiver no forno, leve ao fogo alto uma panela grande com 3 litros de água e 2 colheres (sopa) de sal. Quando ferver (leva cerva de 15 minutos), coloque o macarrão e deixe cozinhar a metade do tempo sugerido na embalagem. Na receita, ele ficou na panela por 4,5 minutos. Desligue o fogo, escorra a água e volte com o macarrão à panela."
"receitas/macarr_o_de_forno_com_ab_bora_mac_n_cheese","Macarrão de forno com abóbora (mac'n'cheese)","[object Object]"
"receitas/macarr_o_cremoso_com_creme_de_leite","Macarrão cremoso com creme de leite","lanches e salgados"
"receitas/macarr_o_cremoso_com_creme_de_leite","Macarrão cremoso com creme de leite","mais arroz e risotos lanches e salgados entradas e petiscos peixes e frutos do mar bebidas molhos e patês saladas e acompanhamentos sopas e caldos especiais"
"receitas/macarr_o_cremoso_com_creme_de_leite","Macarrão cremoso com creme de leite","lanches e salgados"
"receitas/macarr_o_cremoso_com_creme_de_leite","Macarrão cremoso com creme de leite","saladas e acompanhamentos"
"receitas/macarr_o_cremoso_com_creme_de_leite","Macarrão cremoso com creme de leite","1 xícara de chá de macarrão penne (100 gramas)"
"receitas/macarr_o_cremoso_com_creme_de_leite","Macarrão cremoso com creme de leite","1 colher de sopa de azeite (15ml)"
"receitas/macarr_o_cremoso_com_creme_de_leite","Macarrão cremoso com creme de leite","1 colher de sopa de manteiga (20 gramas)"
"receitas/macarr_o_cremoso_com_creme_de_leite","Macarrão cremoso com creme de leite","1 caixa de creme de leite (200 gramas)"
"receitas/macarr_o_cremoso_com_creme_de_leite","Macarrão cremoso com creme de leite","1 colher de sopa de requeijão (20 gramas)"
"receitas/macarr_o_cremoso_com_creme_de_leite","Macarrão cremoso com creme de leite","1 pacotinho de Sazón de limão (5 gramas)"
"receitas/macarr_o_cremoso_com_creme_de_leite","Macarrão cremoso com creme de leite","2 colheres de sopa de salsinha picada"
"receitas/macarr_o_cremoso_com_creme_de_leite","Macarrão cremoso com creme de leite","1/2 colher de chá de pimenta-do-reino moída (ou a gosto)"
"receitas/macarr_o_cremoso_com_creme_de_leite","Macarrão cremoso com creme de leite","2 colheres de sopa de parmesão ralado (ou meio pacotinho)"
"receitas/macarr_o_cremoso_com_creme_de_leite","Macarrão cremoso com creme de leite","Depois, leve uma panela grande ao fogo alto, adicione água e sal, e cozinhe o macarrão por 8 minutos, ou até que fique macio;"
"receitas/macarr_o_cremoso_com_creme_de_leite","Macarrão cremoso com creme de leite","Enquanto a massa cozinha, aqueça outra panela em fogo médio com o azeite e a manteiga. Acrescente a cebola e o alho picado, fritando até dourar;"
"receitas/macarr_o_cremoso_com_creme_de_leite","Macarrão cremoso com creme de leite","Em seguida, tempere com a pimenta-do-reino, o Sazón de limão, a salsinha picada e o queijo parmesão;"
"receitas/macarr_o_cremoso_simples","Macarrão cremoso simples","lanches e salgados"
"receitas/macarr_o_cremoso_simples","Macarrão cremoso simples","mais arroz e risotos lanches e salgados entradas e petiscos peixes e frutos do mar bebidas molhos e patês saladas e acompanhamentos sopas e caldos especiais"
"receitas/macarr_o_cremoso_simples","Macarrão cremoso simples","lanches e salgados"
"receitas/macarr_o_cremoso_simples","Macarrão cremoso simples","saladas e acompanhamentos"
"receitas/macarr_o_cremoso_simples","Macarrão cremoso simples","150 gramas de bacon"
"receitas/macarr_o_cremoso_simples","Macarrão cremoso simples","1 colher de chá de pimenta-calabresa"
"receitas/macarr_o_cremoso_simples","Macarrão cremoso simples","1 colher de chá de páprica"
"receitas/macarr_o_cremoso_simples","Macarrão cremoso simples","1/2 xícara de chá de extrato de tomate (120 gramas)"
"receitas/macarr_o_cremoso_simples","Macarrão cremoso simples","1 xícara de chá de vinho branco (240 ml)"
"receitas/macarr_o_cremoso_simples","Macarrão cremoso simples","1 caixinha de creme de leite (200 gramas)"
"receitas/macarr_o_cremoso_simples","Macarrão cremoso simples","300 gramas de macarrão fidelinho"
"receitas/macarr_o_cremoso_simples","Macarrão cremoso simples","1/2 colher de sopa de sal (ou a gosto)"
"receitas/macarr_o_cremoso_simples","Macarrão cremoso simples","4 colheres de sopa de queijo parmesão ralado (ou a gosto)"
"receitas/macarr_o_cremoso_simples","Macarrão cremoso simples","3 colheres de sopa de salsinha (ou a gosto)"
"receitas/macarr_o_cremoso_simples","Macarrão cremoso simples","Descasque a cebola e corte ela e o bacon em cubinhos. Pique o tomate seco em pedaços menores e corte a salsinha finamente;"
"receitas/macarr_o_cremoso_simples","Macarrão cremoso simples","Entre com o tomate seco, o extrato de tomate, pimenta calabresa, vinho branco, a água, o creme de leite, o macarrão e o sal. Misture para que tudo se incorpore e cozinhe por cerca de 8 minutos;"
"receitas/macarr_o_cremoso_simples","Macarrão cremoso simples","Agora, desligue o fogo e finalize com o queijo parmesão ralado, assim como salsinha picadinha. Mexa uma última vez para agregar tudo. E está pronto! Sirva ainda quentinho, aproveitando todo esse sabor!"
"receitas/macarr_o_de_forno_com_frango","Macarrão de forno com frango","lanches e salgados"
"receitas/macarr_o_de_forno_com_frango","Macarrão de forno com frango","mais arroz e risotos lanches e salgados entradas e petiscos peixes e frutos do mar bebidas molhos e patês saladas e acompanhamentos sopas e caldos especiais"
"receitas/macarr_o_de_forno_com_frango","Macarrão de forno com frango","lanches e salgados"
"receitas/macarr_o_de_forno_com_frango","Macarrão de forno com frango","saladas e acompanhamentos"
"receitas/macarr_o_de_forno_com_frango","Macarrão de forno com frango","1 sachê de molho de tomate (300 gramas)"
"receitas/macarr_o_de_forno_com_frango","Macarrão de forno com frango","1 caixinha de creme de leite (200 gramas)"
"receitas/macarr_o_de_forno_com_frango","Macarrão de forno com frango","Sal a gosto"
"receitas/macarr_o_de_forno_com_frango","Macarrão de forno com frango","Pimenta-do-reino a gosto"
"receitas/macarr_o_de_forno_com_frango","Macarrão de forno com frango","Frango cozido e desfiado (250 gramas)"
"receitas/macarr_o_de_forno_com_frango","Macarrão de forno com frango","300 gramas de macarrão"
"receitas/macarr_o_de_forno_com_frango","Macarrão de forno com frango","Queijo mussarela ralado a gosto"
"receitas/macarr_o_de_forno_com_frango","Macarrão de forno com frango","Em uma tigela, acrescente o molho, o creme de leite, o sal e a pimenta. Misture tudo com uma colher para homogeneizar;"
"receitas/macarr_o_de_forno_com_frango","Macarrão de forno com frango","Transfira o macarrão para um refratário que possa ir ao forno e salpique a mussarela ralada por cima. Leve para gratinar a 180 ºC, por cerca de 10 minutinhos;"
"receitas/macarr_o_de_forno_com_queijo","Macarrão de forno com queijo","lanches e salgados"
"receitas/macarr_o_de_forno_com_queijo","Macarrão de forno com queijo","mais arroz e risotos lanches e salgados entradas e petiscos peixes e frutos do mar bebidas molhos e patês saladas e acompanhamentos sopas e caldos especiais"
"receitas/macarr_o_de_forno_com_queijo","Macarrão de forno com queijo","lanches e salgados"
"receitas/macarr_o_de_forno_com_queijo","Macarrão de forno com queijo","saladas e acompanhamentos"
"receitas/macarr_o_de_forno_com_queijo","Macarrão de forno com queijo","3 xícaras de chá de molho de tomate ou passata de tomate (720 gramas)"
"receitas/macarr_o_de_forno_com_queijo","Macarrão de forno com queijo","400 gramas de mussarela ralada"
"receitas/macarr_o_de_forno_com_queijo","Macarrão de forno com queijo","1 xícara de chá de requeijão cremoso"
"receitas/macarr_o_de_forno_com_queijo","Macarrão de forno com queijo","50 gramas de parmesão ralado"
"receitas/macarr_o_de_forno_com_queijo","Macarrão de forno com queijo","2 colheres de sopa de azeite"
"receitas/macarr_o_de_forno_com_queijo","Macarrão de forno com queijo","1 colher de chá de pimenta-do-reino"
"receitas/macarr_o_de_forno_com_queijo","Macarrão de forno com queijo","1 colher de chá de orégano"
